row_no	action	file	old_id	new_id	source_text	translation	note
1073	commented_ambiguous	tbl1.pak	0x012F1247		Green Jade Wand	绿色翡翠短杖	hits=3
1074	commented_ambiguous	tbl1.pak	0x012F12B9		Turtle Wand	龟短杖	hits=4
1092	relocated_unique	tbl1.pak	0x012F69BD	0x012F6A69	Black Frog Meat	黑色青蛙肉	utf16
1093	relocated_unique	tbl1.pak	0x012FD40D	0x012FD4B9	HCostume provided for kids at the\nbeginnings of Martial Artist training.	HCostume provided for kids at the\nbeginnings of 武道家 training.	utf16
1094	converted_wildcard	tbl1.pak	0x012FE319	*	ZMartial Artist tops made with human made\nfibre copied from firm skin tissues of namekian.	Z武道家 tops made with human made\nfibre copied from firm skin tissues of namekian.	hits=3
1095	commented_ambiguous	tbl1.pak	0x012FE3FD		ZMartial Artist tops made with human made\nfibre copied from firm skin tissues of namekian.	Z武道家 tops made with human made\nfibre copied from firm skin tissues of namekian.	hits=3
1096	commented_ambiguous	tbl1.pak	0x012FE4E1		ZMartial Artist tops made with human made\nfibre copied from firm skin tissues of namekian.	Z武道家 tops made with human made\nfibre copied from firm skin tissues of namekian.	hits=3
1097	relocated_unique	tbl1.pak	0x0130A767	0x0130A813	Yamcha's Outfit	雅木茶的套装	utf16
1098	relocated_unique	tbl1.pak	0x0130A85B	0x0130A907	Kami's Outfit	天神的套装	utf16
1099	commented_ambiguous	tbl1.pak	0x0130AAE7		Android 16 Outfit	人造人16套装	hits=5
1124	relocated_unique	tbl1.pak	0x0130FE8B	0x0130FF37	Z-Warrior Outfit	Z-战士套装	utf16
1125	commented_ambiguous	tbl1.pak	0x013108C5		Chocolate Namek	巧克力那美克	hits=2
1126	commented_ambiguous	tbl1.pak	0x01311F1B		Treasure Chest A	宝箱A	hits=7
1127	relocated_unique	tbl1.pak	0x01311FF7	0x013120A3	Fancy Treasure Chest A	华丽宝箱A	utf16
1128	relocated_unique	tbl1.pak	0x01312067	0x01312113	Mysterious Treasure Chest A	神秘宝箱A	utf16
1131	commented_ambiguous	tbl1.pak	0x01312133		Treasure Key	宝藏钥匙	hits=2
1132	relocated_unique	tbl1.pak	0x013121C7	0x01312273	General Key	将军钥匙	utf16
1133	commented_ambiguous	tbl1.pak	0x0131222D		Treasure Chest B	宝箱B	hits=8
1134	commented_ambiguous	tbl1.pak	0x01312285		Treasure Chest C	宝箱C	hits=8
1135	relocated_unique	tbl1.pak	0x013123E5	0x01312491	Fancy Treasure Chest B	华丽宝箱B	utf16
1136	relocated_unique	tbl1.pak	0x0131245D	0x01312509	Fancy Treasure Chest C	华丽宝箱C	utf16
1137	commented_ambiguous	tbl1.pak	0x013125C5		Treasure Chest D	宝箱D	hits=9
1138	relocated_unique	tbl1.pak	0x01312681	0x0131272D	Fancy Treasure Chest D	华丽宝箱D	utf16
1139	relocated_unique	tbl1.pak	0x01312B2F	0x01312BDB	GM Mask	GM面具	utf16
1146	relocated_unique	tbl1.pak	0x0131A41B	0x0131A4C7	Short Circuit Device	短电路装置	utf16
1153	commented_ambiguous	tbl1.pak	0x01328F01		Pirate Treasure Chest	海盗宝箱	hits=2
1154	commented_ambiguous	tbl1.pak	0x01329071		Gold Chest	黄金胸甲	hits=18
1157	commented_ambiguous	tbl1.pak	0x01329615		Ring Capsule	戒指胶囊	hits=2
1158	commented_ambiguous	tbl1.pak	0x0132A093		BD Capsule	BD胶囊	hits=2
1159	relocated_unique	tbl1.pak	0x0132AFF5	0x0132B0A1	God's Dragon Clan Gift	God's 那美克龙族 Gift	utf16
1160	relocated_unique	tbl1.pak	0x0132B1E1	0x0132B28D	God's Spiritualist Gift	God's 气功师 Gift	utf16
1161	relocated_unique	tbl1.pak	0x0132B3D1	0x0132B47D	God's Wonder Majin Gift	God's 意魔人 Gift	utf16
1162	commented_ambiguous	tbl1.pak	0x0133D92D		Weapon Upgrade Stone	武器升级石	hits=180
1165	commented_ambiguous	tbl1.pak	0x0133DCB7		Weapon Upgrade Stone U6	武器升级石U6	hits=37
1166	commented_ambiguous	tbl1.pak	0x0133DE1D		Weapon Upgrade Stone U11	武器升级石U11	hits=2
1167	commented_ambiguous	tbl1.pak	0x0133DF87		Weapon Upgrade Stone U16	武器升级石U16	hits=6
1168	commented_ambiguous	tbl1.pak	0x0133E0F1		Weapon Upgrade Stone U21	武器升级石U21	hits=6
1169	commented_ambiguous	tbl1.pak	0x0133E25B		Weapon Upgrade Stone U26	武器升级石U26	hits=6
1170	commented_ambiguous	tbl1.pak	0x0133E3C5		Weapon Upgrade Stone U30	武器升级石U30	hits=12
1171	commented_ambiguous	tbl1.pak	0x0133E52F		Weapon Upgrade Stone U34	武器升级石U34	hits=4
1172	commented_ambiguous	tbl1.pak	0x0133E699		Weapon Upgrade Stone U38	武器升级石U38	hits=4
1173	commented_ambiguous	tbl1.pak	0x0133E803		Weapon Upgrade Stone U42	武器升级石U42	hits=7
1174	commented_ambiguous	tbl1.pak	0x0133E96D		Weapon Upgrade Stone U46	武器升级石U46	hits=7
1175	commented_ambiguous	tbl1.pak	0x0133EAD7		Weapon Upgrade Stone U50	武器升级石U50	hits=17
1176	commented_ambiguous	tbl1.pak	0x0133EC41		Weapon Upgrade Stone U53	武器升级石U53	hits=15
1177	commented_ambiguous	tbl1.pak	0x0133EDAB		Weapon Upgrade Stone U55	武器升级石U55	hits=16
1178	commented_ambiguous	tbl1.pak	0x0133EF15		Weapon Upgrade Stone U58	武器升级石U58	hits=2
1179	commented_ambiguous	tbl1.pak	0x0133F07F		Weapon Upgrade Stone U60	武器升级石U60	hits=31
1180	commented_ambiguous	tbl1.pak	0x0133F1E9		Weapon Upgrade Stone U65	武器升级石U65	hits=4
1181	commented_ambiguous	tbl1.pak	0x0133F353		Weapon Upgrade Stone U70	武器升级石U70	hits=22
1182	commented_ambiguous	tbl1.pak	0x01340F2B		Advanced Weapon Upgrade Stone U6	高级武器升级石U6	hits=27
1183	relocated_unique	tbl1.pak	0x01341053	0x013410FF	Advanced Weapon Upgrade Stone U11	高级武器升级石U11	utf16
1184	commented_ambiguous	tbl1.pak	0x0134117F		Advanced Weapon Upgrade Stone U16	高级武器升级石U16	hits=3
1185	commented_ambiguous	tbl1.pak	0x013412AB		Advanced Weapon Upgrade Stone U21	高级武器升级石U21	hits=3
1186	commented_ambiguous	tbl1.pak	0x013413D7		Advanced Weapon Upgrade Stone U26	高级武器升级石U26	hits=3
1187	commented_ambiguous	tbl1.pak	0x01341503		Advanced Weapon Upgrade Stone U30	高级武器升级石U30	hits=5
1188	commented_ambiguous	tbl1.pak	0x0134162F		Advanced Weapon Upgrade Stone U34	高级武器升级石U34	hits=2
1189	commented_ambiguous	tbl1.pak	0x0134175B		Advanced Weapon Upgrade Stone U38	高级武器升级石U38	hits=2
1190	commented_ambiguous	tbl1.pak	0x01341887		Advanced Weapon Upgrade Stone U42	高级武器升级石U42	hits=5
1191	commented_ambiguous	tbl1.pak	0x013419B3		Advanced Weapon Upgrade Stone U46	高级武器升级石U46	hits=5
1192	commented_ambiguous	tbl1.pak	0x01341ADF		Advanced Weapon Upgrade Stone U50	高级武器升级石U50	hits=12
1193	commented_ambiguous	tbl1.pak	0x01341C0B		Advanced Weapon Upgrade Stone U53	高级武器升级石U53	hits=11
1194	commented_ambiguous	tbl1.pak	0x01341D37		Advanced Weapon Upgrade Stone U55	高级武器升级石U55	hits=12
1195	relocated_unique	tbl1.pak	0x01341E63	0x01341F0F	Advanced Weapon Upgrade Stone U58	高级武器升级石U58	utf16
1196	commented_ambiguous	tbl1.pak	0x01341F8F		Advanced Weapon Upgrade Stone U60	高级武器升级石U60	hits=24
1197	commented_ambiguous	tbl1.pak	0x013420BB		Advanced Weapon Upgrade Stone U65	高级武器升级石U65	hits=2
1198	commented_ambiguous	tbl1.pak	0x013421E7		Advanced Weapon Upgrade Stone U70	高级武器升级石U70	hits=17
1199	commented_ambiguous	tbl1.pak	0x013436B7		Weapon Downgrade Stone U6	武器降级石U6	hits=3
1200	relocated_unique	tbl1.pak	0x01343821	0x013438CD	Weapon Downgrade Stone U11	武器降级石U11	utf16
1201	commented_ambiguous	tbl1.pak	0x0134398F		Weapon Downgrade Stone U16	武器降级石U16	hits=2
1202	commented_ambiguous	tbl1.pak	0x01343AFD		Weapon Downgrade Stone U21	武器降级石U21	hits=2
1203	commented_ambiguous	tbl1.pak	0x01343C6B		Weapon Downgrade Stone U26	武器降级石U26	hits=2
1204	commented_ambiguous	tbl1.pak	0x01343DD9		Weapon Downgrade Stone U30	武器降级石U30	hits=2
1205	relocated_unique	tbl1.pak	0x01343F47	0x01343FF3	Weapon Downgrade Stone U34	武器降级石U34	utf16
1206	relocated_unique	tbl1.pak	0x013440B5	0x01344161	Weapon Downgrade Stone U38	武器降级石U38	utf16
1207	relocated_unique	tbl1.pak	0x01344223	0x013442CF	Weapon Downgrade Stone U42	武器降级石U42	utf16
1208	relocated_unique	tbl1.pak	0x01344391	0x0134443D	Weapon Downgrade Stone U46	武器降级石U46	utf16
1209	relocated_unique	tbl1.pak	0x013444FF	0x013445AB	Weapon Downgrade Stone U50	武器降级石U50	utf16
1210	relocated_unique	tbl1.pak	0x0134466D	0x01344719	Weapon Downgrade Stone U53	武器降级石U53	utf16
1211	relocated_unique	tbl1.pak	0x013447DB	0x01344887	Weapon Downgrade Stone U55	武器降级石U55	utf16
1212	relocated_unique	tbl1.pak	0x01344949	0x013449F5	Weapon Downgrade Stone U58	武器降级石U58	utf16
1213	relocated_unique	tbl1.pak	0x01344AB7	0x01344B63	Weapon Downgrade Stone U60	武器降级石U60	utf16
1214	relocated_unique	tbl1.pak	0x01344C25	0x01344CD1	Weapon Downgrade Stone U65	武器降级石U65	utf16
1215	relocated_unique	tbl1.pak	0x01344D93	0x01344E3F	Weapon Downgrade Stone U70	武器降级石U70	utf16
1216	commented_ambiguous	tbl1.pak	0x0134657F		8 Weapon Coupon	8武器券	hits=8
1217	commented_ambiguous	tbl1.pak	0x013467A9		10 Weapon Coupon	10武器券	hits=12
1218	relocated_unique	tbl1.pak	0x01348221	0x013482CD	1 Star Event Dragon Ball	1星活动龙珠	utf16
1219	relocated_unique	tbl1.pak	0x013482D9	0x01348385	2 Star Event Dragon Ball	2星活动龙珠	utf16
1220	relocated_unique	tbl1.pak	0x01348391	0x0134843D	3 Star Event Dragon Ball	3星活动龙珠	utf16
1221	relocated_unique	tbl1.pak	0x01348449	0x013484F5	4 Star Event Dragon Ball	4星活动龙珠	utf16
1222	relocated_unique	tbl1.pak	0x01348501	0x013485AD	5 Star Event Dragon Ball	5星活动龙珠	utf16
1223	relocated_unique	tbl1.pak	0x013485B9	0x01348665	6 Star Event Dragon Ball	6星活动龙珠	utf16
1224	relocated_unique	tbl1.pak	0x01348671	0x0134871D	7 Star Event Dragon Ball	7星活动龙珠	utf16
1227	converted_wildcard	tbl1.pak	0x01348EED	*	Super Saiyan Potion [Martial Artist]	超级赛亚人药水[武道家]	hits=8
1228	commented_ambiguous	tbl1.pak	0x013490DB		Great Namek Potion	巨大那美克药水	hits=10
1229	commented_ambiguous	tbl1.pak	0x0134928D		Pure Majin Potion	纯粹魔人药水	hits=10
1230	converted_wildcard	tbl1.pak	0x013493F7	*	Super Saiyan Potion [Spiritualist]	超级赛亚人药水[气功师]	hits=10
1231	commented_ambiguous	tbl1.pak	0x013495E1		Super Saiyan Potion [Martial Artist]	超级赛亚人药水[武道家]	hits=8
1232	commented_ambiguous	tbl1.pak	0x01349AEB		Super Saiyan Potion [Spiritualist]	超级赛亚人药水[气功师]	hits=10
1233	commented_ambiguous	tbl1.pak	0x0134E08B		Party Popo	组队波波	hits=6
1240	relocated_unique	tbl1.pak	0x0134F78B	0x0134F837	Energy Potion (X)	气功药水(X)	utf16
1243	commented_ambiguous	tbl1.pak	0x013523DD		HL Capsule Box Z24	HL胶囊盒Z24	hits=9
1244	commented_ambiguous	tbl1.pak	0x01352681		HL Capsule Box Z28	HL胶囊盒Z28	hits=31
1245	commented_ambiguous	tbl1.pak	0x01352925		HL Capsule Box Z32	HL胶囊盒Z32	hits=10
1246	converted_wildcard	tbl1.pak	0x013531EF	*	Advanced Warrior Awakening	高级战士觉醒	hits=2
1247	commented_ambiguous	tbl1.pak	0x01354BCB		HL Detoxification Pill	HL解毒药丸	hits=5
1248	commented_ambiguous	tbl1.pak	0x01354C85		HL Pain Treatment Pill	HL疼痛治疗药丸	hits=5
1249	commented_ambiguous	tbl1.pak	0x0135715B		Advanced Warrior Awakening	高级战士觉醒	hits=2
1250	commented_ambiguous	tbl1.pak	0x0135FFB3		P Iron Gauntlets	P铁臂甲	hits=4
1251	commented_ambiguous	tbl1.pak	0x013600D3		P Metal Gauntlets	P金属臂甲	hits=4
1252	commented_ambiguous	tbl1.pak	0x0136048D		P Namekian Gauntlets	P那美克星人臂甲	hits=4
1253	commented_ambiguous	tbl1.pak	0x013605A5		P Elder Gauntlets	P长老臂甲	hits=4
1254	commented_ambiguous	tbl1.pak	0x013608CD		P Lotus Dragon Gauntlets	P莲花龙臂甲	hits=4
1255	commented_ambiguous	tbl1.pak	0x013610A9		Iron Gauntlets	铁臂甲	hits=24
1256	commented_ambiguous	tbl1.pak	0x013611C5		Metal Gauntlets	金属臂甲	hits=23
1257	commented_ambiguous	tbl1.pak	0x0136156F		Namekian Gauntlets	那美克星人臂甲	hits=18
1258	commented_ambiguous	tbl1.pak	0x01361683		Elder Gauntlets	长老臂甲	hits=21
1259	commented_ambiguous	tbl1.pak	0x0136199B		Lotus Dragon Gauntlets	莲花龙臂甲	hits=24
1260	commented_ambiguous	tbl1.pak	0x01362217		E Iron Gauntlets	E铁臂甲	hits=12
1261	commented_ambiguous	tbl1.pak	0x01362337		E Metal Gauntlets	E金属臂甲	hits=11
1262	commented_ambiguous	tbl1.pak	0x013626F1		E Namekian Gauntlets	E那美克星人臂甲	hits=9
1263	commented_ambiguous	tbl1.pak	0x01362809		E Elder Gauntlets	E长老臂甲	hits=11
1264	commented_ambiguous	tbl1.pak	0x01362B31		E Lotus Dragon Gauntlets	E莲花龙臂甲	hits=7
1265	commented_ambiguous	tbl1.pak	0x013630BB		Namek Staff	那美克杖	hits=7
1266	commented_ambiguous	tbl1.pak	0x01363225		Elder Staff	长老杖	hits=14
1267	commented_ambiguous	tbl1.pak	0x01363585		CC Elite Staff	CC精英杖	hits=4
1270	commented_ambiguous	tbl1.pak	0x01363749		Capsule Staff	杖胶囊	hits=14
1271	commented_ambiguous	tbl1.pak	0x01363921		Lizard Staff	蜥蜴杖	hits=11
1272	relocated_unique	tbl1.pak	0x01364751	0x013647FD	Devil's Claws	魔鬼的爪	utf16
1273	commented_ambiguous	tbl1.pak	0x013648C3		Steel Claws	钢爪	hits=11
1276	commented_ambiguous	tbl1.pak	0x01364AA3		Silver Soul Claws	银色灵魂爪	hits=11
1279	relocated_unique	tbl1.pak	0x01364E29	0x01364ED5	Absolute Claws	绝对爪	utf16
1280	relocated_unique	tbl1.pak	0x01364FEF	0x0136509B	Namekian Claws	那美克星人爪	utf16
1281	relocated_unique	tbl1.pak	0x013650B5	0x01365161	Magic Axe	魔法斧	utf16
1282	commented_ambiguous	tbl1.pak	0x01365201		Steel Axe	钢斧	hits=13
1283	commented_ambiguous	tbl1.pak	0x013653E1		Silver Soul Axe	银色灵魂斧	hits=11
1286	relocated_unique	tbl1.pak	0x01365635	0x013656E1	Light Axe	光斧	utf16
1287	commented_ambiguous	tbl1.pak	0x01365A43		Wind Scroll	风卷轴	hits=2
1288	commented_ambiguous	tbl1.pak	0x01365B7D		Scroll of Honor	荣耀的卷轴	hits=24
1289	commented_ambiguous	tbl1.pak	0x01365E27		Star Core Scroll	星核心卷轴	hits=7
1292	commented_ambiguous	tbl1.pak	0x01366253		Diamond	钻石	hits=487
1293	commented_ambiguous	tbl1.pak	0x01366495		Black Crystal	黑色水晶	hits=8
1294	commented_ambiguous	tbl1.pak	0x013666A3		Black Gem	黑色宝石	hits=7
1295	relocated_unique	tbl1.pak	0x01366739	0x013667E5	Light Demon Stone	光恶魔石	utf16
1296	relocated_unique	tbl1.pak	0x013667F7	0x013668A3	Golden Demon Stone	黄金恶魔石	utf16
1297	relocated_unique	tbl1.pak	0x013668AD	0x01366959	Dark Demon Stone	黑暗恶魔石	utf16
1298	relocated_unique	tbl1.pak	0x0136695F	0x01366A0B	Legendary Demon Stone	传说恶魔石	utf16
1299	relocated_unique	tbl1.pak	0x01366A39	0x01366AE5	Sapphire Demon Stone	蓝宝石恶魔石	utf16
1300	commented_ambiguous	tbl1.pak	0x01366B91		Korin Stick	卡林棍	hits=13
1301	commented_ambiguous	tbl1.pak	0x01366C81		Steel Stick	钢棍	hits=11
1302	commented_ambiguous	tbl1.pak	0x01366D41		Tiger Stick	老虎棍	hits=11
1305	commented_ambiguous	tbl1.pak	0x01366F1F		Injection Stick	注射棍	hits=4
1308	commented_ambiguous	tbl1.pak	0x01367015		Diamond Stick	钻石棍	hits=4
1309	commented_ambiguous	tbl1.pak	0x013670CB		Z Awakening Stick	Z觉醒棍	hits=10
1310	commented_ambiguous	tbl1.pak	0x013673D9		White Wolf Sword	白色狼剑	hits=7
1311	commented_ambiguous	tbl1.pak	0x01367573		Willow Sword	柳木剑	hits=13
1312	commented_ambiguous	tbl1.pak	0x013676AB		Star Sword	星剑	hits=9
1313	commented_ambiguous	tbl1.pak	0x01367723		Soul Sword	灵魂剑	hits=22
1314	commented_ambiguous	tbl1.pak	0x0136784F		Thunder Sword	雷霆剑	hits=11
1315	relocated_unique	tbl1.pak	0x01367973	0x01367A1F	Z Thunder Sword	Z雷霆剑	utf16
1316	commented_ambiguous	tbl1.pak	0x01367B0D		Crystal Wand	水晶短杖	hits=19
1317	commented_ambiguous	tbl1.pak	0x01367B6D		Diamond Wand	钻石短杖	hits=13
1318	commented_ambiguous	tbl1.pak	0x01367C07		Green Wand	绿色短杖	hits=4
1319	commented_ambiguous	tbl1.pak	0x01367D5F		Comet Wand	彗星短杖	hits=8
1320	commented_ambiguous	tbl1.pak	0x01367DEF		Z Wand	Z短杖	hits=5
1321	commented_ambiguous	tbl1.pak	0x01367F11		Thunder Wand	雷霆短杖	hits=10
1322	commented_ambiguous	tbl1.pak	0x01367FC5		Awakening Wand	觉醒短杖	hits=17
1325	commented_ambiguous	tbl1.pak	0x01368397		Eye Fan	眼扇	hits=18
1330	commented_ambiguous	tbl1.pak	0x01368C05		Cannon Fire	炮火	hits=3
1331	commented_ambiguous	tbl1.pak	0x01368C29		Trumpet	号角	hits=222
1332	commented_ambiguous	tbl1.pak	0x01368E0F		Super Trumpet	超级号角	hits=11
1333	commented_ambiguous	tbl1.pak	0x01368F51		Injection Trumpet	注射号角	hits=4
1334	commented_ambiguous	tbl1.pak	0x01369077		Light Speed Trumpet	光速度号角	hits=4
1335	commented_ambiguous	tbl1.pak	0x013691DD		Dark Trumpet	黑暗号角	hits=5
1336	relocated_unique	tbl1.pak	0x01369263	0x0136930F	Sparkling Trumpet	闪耀号角	utf16
1337	commented_ambiguous	tbl1.pak	0x013695C1		Corn Club	玉米棒	hits=7
1338	commented_ambiguous	tbl1.pak	0x013696EB		Red Corn	红色玉米	hits=7
1339	commented_ambiguous	tbl1.pak	0x01369AEF		Pound Drum	重击鼓	hits=16
1340	commented_ambiguous	tbl1.pak	0x0136A179		Sky Drum	天空鼓	hits=2
1341	relocated_unique	tbl1.pak	0x0136A1FF	0x0136A2AB	Big Devil Drum	大魔鬼鼓	utf16
1342	converted_wildcard	tbl1.pak	0x0137014B	*	O6Skilled Spiritualist beginners practice in this equip.	O6Skilled 气功师 beginners practice in this equip.	hits=3
1343	commented_ambiguous	tbl1.pak	0x01370207		O6Skilled Spiritualist beginners practice in this equip.	O6Skilled 气功师 beginners practice in this equip.	hits=3
1344	commented_ambiguous	tbl1.pak	0x013702C3		O6Skilled Spiritualist beginners practice in this equip.	O6Skilled 气功师 beginners practice in this equip.	hits=3
1345	converted_wildcard	tbl1.pak	0x01370379	*	OSEarly on the road to become a Spiritualist\nmaster, must wear these hermit clothes.	OSEarly on the road to become a 气功师\nmaster, must wear these hermit clothes.	hits=3
1346	commented_ambiguous	tbl1.pak	0x0137046D		OSEarly on the road to become a Spiritualist\nmaster, must wear these hermit clothes.	OSEarly on the road to become a 气功师\nmaster, must wear these hermit clothes.	hits=3
1347	commented_ambiguous	tbl1.pak	0x01370561		OSEarly on the road to become a Spiritualist\nmaster, must wear these hermit clothes.	OSEarly on the road to become a 气功师\nmaster, must wear these hermit clothes.	hits=3
1348	converted_wildcard	tbl1.pak	0x01370A27	*	ORGenuine Spiritualist masters, worked hard\nto make this high quality hermit equip.	ORGenuine 气功师 masters, worked hard\nto make this high quality hermit equip.	hits=3
1349	commented_ambiguous	tbl1.pak	0x01370B09		ORGenuine Spiritualist masters, worked hard\nto make this high quality hermit equip.	ORGenuine 气功师 masters, worked hard\nto make this high quality hermit equip.	hits=3
1350	commented_ambiguous	tbl1.pak	0x01370BEB		ORGenuine Spiritualist masters, worked hard\nto make this high quality hermit equip.	ORGenuine 气功师 masters, worked hard\nto make this high quality hermit equip.	hits=3
1351	converted_wildcard	tbl1.pak	0x01370ECB	*	OBSpiritualist master who used to practice most often wearing these.	OB气功师 master who used to practice most often wearing these.	hits=3
1352	commented_ambiguous	tbl1.pak	0x01370F83		OBSpiritualist master who used to practice most often wearing these.	OB气功师 master who used to practice most often wearing these.	hits=3
1353	commented_ambiguous	tbl1.pak	0x0137103B		OBSpiritualist master who used to practice most often wearing these.	OB气功师 master who used to practice most often wearing these.	hits=3
1354	converted_wildcard	tbl1.pak	0x0137192B	*	Spiritualist classic costume. Despite the costs\nof material, has a high quality manufacturing.	气功师 classic costume. Despite the costs\nof material, has a high quality manufacturing.	hits=3
1355	commented_ambiguous	tbl1.pak	0x01371A3F		Spiritualist classic costume. Despite the costs\nof material, has a high quality manufacturing.	气功师 classic costume. Despite the costs\nof material, has a high quality manufacturing.	hits=3
1356	commented_ambiguous	tbl1.pak	0x01371B53		Spiritualist classic costume. Despite the costs\nof material, has a high quality manufacturing.	气功师 classic costume. Despite the costs\nof material, has a high quality manufacturing.	hits=3
1357	relocated_unique	tbl1.pak	0x013789C9	0x01378A75	Shadow Warrior Equip (Top)	暗影战士装备(上衣)	utf16
1358	relocated_unique	tbl1.pak	0x01378A87	0x01378B33	Shadow Warrior Equip (Pants)	暗影战士装备(裤子)	utf16
1359	relocated_unique	tbl1.pak	0x01378B49	0x01378BF5	Shadow Warrior Equip (Shoes)	暗影战士装备(鞋子)	utf16
1360	converted_wildcard	tbl1.pak	0x0137C319	*	PZWhen you begin the Dragon Clan training wear this equip.\nLightweight and easy to move in.	PZWhen you begin the 那美克龙族 training wear this equip.\nLightweight and easy to move in.	hits=3
1361	commented_ambiguous	tbl1.pak	0x0137C413		PZWhen you begin the Dragon Clan training wear this equip.\nLightweight and easy to move in.	PZWhen you begin the 那美克龙族 training wear this equip.\nLightweight and easy to move in.	hits=3
1362	commented_ambiguous	tbl1.pak	0x0137C50D		PZWhen you begin the Dragon Clan training wear this equip.\nLightweight and easy to move in.	PZWhen you begin the 那美克龙族 training wear this equip.\nLightweight and easy to move in.	hits=3
1363	converted_wildcard	tbl1.pak	0x0137D10F	*	PONamekians from Dragon Clan used to\npractice most often wearing this in battle.	PONamekians from 那美克龙族 used to\npractice most often wearing this in battle.	hits=3
1364	commented_ambiguous	tbl1.pak	0x0137D1F1		PONamekians from Dragon Clan used to\npractice most often wearing this in battle.	PONamekians from 那美克龙族 used to\npractice most often wearing this in battle.	hits=3
1365	commented_ambiguous	tbl1.pak	0x0137D2D3		PONamekians from Dragon Clan used to\npractice most often wearing this in battle.	PONamekians from 那美克龙族 used to\npractice most often wearing this in battle.	hits=3
1366	converted_wildcard	tbl1.pak	0x0137D3BB	*	P3Ceremonial suit for the Namekians from Dragon Clan.	P3Ceremonial suit for the Namekians from 那美克龙族.	hits=3
1367	commented_ambiguous	tbl1.pak	0x0137D46F		P3Ceremonial suit for the Namekians from Dragon Clan.	P3Ceremonial suit for the Namekians from 那美克龙族.	hits=3
1368	commented_ambiguous	tbl1.pak	0x0137D523		P3Ceremonial suit for the Namekians from Dragon Clan.	P3Ceremonial suit for the Namekians from 那美克龙族.	hits=3
1369	commented_ambiguous	tbl1.pak	0x0138C41F		Pleasant Wind Necklace	愉快风项链	hits=64
1370	converted_wildcard	tbl1.pak	0x0138C78B	*	PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1371	commented_ambiguous	tbl1.pak	0x0138C86D		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1372	commented_ambiguous	tbl1.pak	0x0138C94F		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1373	commented_ambiguous	tbl1.pak	0x0138CA31		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1374	commented_ambiguous	tbl1.pak	0x0138CB13		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1375	commented_ambiguous	tbl1.pak	0x0138CBF5		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1376	commented_ambiguous	tbl1.pak	0x0138CCD7		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1377	commented_ambiguous	tbl1.pak	0x0138CDB9		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1378	commented_ambiguous	tbl1.pak	0x0138CE9B		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1379	commented_ambiguous	tbl1.pak	0x0138CF7D		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1380	commented_ambiguous	tbl1.pak	0x0138D05F		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1381	commented_ambiguous	tbl1.pak	0x0138D133		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1382	commented_ambiguous	tbl1.pak	0x0138D207		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1383	commented_ambiguous	tbl1.pak	0x0138D2DB		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1384	commented_ambiguous	tbl1.pak	0x0138D3AF		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1385	commented_ambiguous	tbl1.pak	0x0138D483		PUSpiritualists love this necklace.\nIt's said that the symbol engraved is mysteriouse.	PU气功师 love this necklace.\nIt's said that the symbol engraved is mysteriouse.	hits=16
1386	commented_ambiguous	tbl1.pak	0x0138E3F1		Fire Necklace	火项链	hits=27
